attached_links_url,attached_medias_url,attached_videos,author_id,author_username,community_notes,conversation_id,created_time,favorite_count,geo_lat,geo_lon,id,in_reply_to_post_id,in_reply_to_profile_id,in_reply_to_profile_username,place_country_code,place_country_name,place_full_name,place_type,post_type,quote_count,quoted_status_id,quoted_status_profile_username,reply_count,retweet_count,source,text,text_lang,text_tagged_users,text_tags,timestamp,view_count,term,sentiment,tone,tweet_insert_timestamp
,https://pbs.twimg.com/media/F_XfY9_WwAAnXKR.jpg,,1338808028481671168,Haus51dxb,,1726531902218321932,2023-11-20T09:24:17,0,,,1726531902218321932,,,,,,,,post,0,,,0,0,,"Join Haus51 for a dynamic role in Dubai's competitive real estate industry. Make a meaningful impact as part of our diverse team of specialists.

Send Your Resume at : recruitment@haus51.com 
WhatsApp : +971 557366921

#haus51 #haus51realestate #realestatajobs #hiring #dubai https://t.co/XlDvHdlcQo",en,,dubai--|--haus51--|--haus51realestate--|--hiring--|--realestatajobs,1700472257,18,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_XnCiSbsAA8yZQ.jpg--|--https://pbs.twimg.com/media/F_XnE3oaUAArOMT.jpg--|--https://pbs.twimg.com/media/F_XnGL7asAAhtRA.jpg,,1685961304631398400,Hobbite_candice,,1726541042315587808,2023-11-20T10:00:36,0,,,1726541042315587808,,,,,,,,post,0,,,0,1,,"C-FLY busniess travel time confirm around 20th Dec to start of January.
Let us meeting in Dubai (Maybe to Saudi Arabia together)

Any Drone industry partner welcome Make an appointment https://t.co/bzkPoNJJ3D",en,,,1700474436,97,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_YI60HWQAAXRFT.jpg--|--https://pbs.twimg.com/media/F_YI60HXoAAGpsk.jpg--|--https://pbs.twimg.com/media/F_YI60IWYAAqpM8.jpg--|--https://pbs.twimg.com/media/F_YI60LXwAAm_wT.jpg,,1263715544999424001,KRollmill,,1726577376665219491,2023-11-20T12:24:59,0,,,1726577376665219491,,,,,,,,post,0,,,1,0,,"Snippets from Kathuria's Stand at 26th Middle East Iron & Steel Conference 2023, being held at The Atlantis Hotel, Dubai. 

Visit us at Stand No.58 for more discussions on technical advancements in the Steel Rolling Mill Industry. https://t.co/OERCAXIbVS",en,,,1700483099,26,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_Yjv3GXcAARN4g.jpg,,866252706322755584,unlockbc,,1726606853402935538,2023-11-20T14:22:07,0,,,1726606853402935538,,,,,,,,post,0,,,0,0,,"🚀 Exciting News! The World Tokenization Summit is back for its second edition on November 21, 2023, in Dubai! 🌍🔗 Join industry leaders and experts at this premier event focused on Real World Asset (RWA) tokenization. Proudly sponsored by Unicoin, the summit will feature… https://t.co/wEREsF3xvE",en,,,1700490127,61,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_YmU5sXAAAxbB6.jpg,,1636120187199004678,domain_days,,1726609649888031158,2023-11-20T14:33:14,7,,,1726609649888031158,,,,,,,,post,0,,,2,1,,Thanks to @AEserver for your gold sponsorship of #DomainDaysDubai. Your commitment to the domain and hosting industry in the UAE is unparalleled! #MENA #UAEHosting #Dubai  #Domains https://t.co/j3mxfVsE56,en,AEserver,domaindaysdubai--|--domains--|--dubai--|--mena--|--uaehosting,1700490794,226,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://video.twimg.com/ext_tw_video/1726619754876600320/pu/vid/avc1/848x480/5_Ghi8FA1j6JZRN5.mp4?tag=12,https://video.twimg.com/ext_tw_video/1726619754876600320/pu/vid/avc1/848x480/5_Ghi8FA1j6JZRN5.mp4?tag=12,1167847963865100288,Dr_BuAbdullah,,1726622931554546047,2023-11-20T15:26:00,15,,,1726622931554546047,,,,,,,,post,0,,,3,3,,"Dr. Bu Abdullah was honored to be invited as the Chief  Guest at the inauguration of Zenith Realty by Zenith Group in Dubai. It's always exciting to witness the launch of new ventures, especially in the real estate industry. We wish them more success in the near future https://t.co/e3RePIVdKF",en,,,1700493960,420,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_YyhhSWEAA5oiO.jpg--|--https://pbs.twimg.com/media/F_YyhhTXYAAbHvy.jpg,,278530351,marathe123,,1726623067814928609,2023-11-20T15:26:33,0,,,1726623067814928609,,,,,,,,post,0,,,0,0,,"GCC Patient Experience & Health Tech Summit on “Future of Health Summit 2023”  @ Hilton Dubai.

Presentation on Evolving trends in Patient Experience & a Panel Discussion on “Cost implications on Patient Centric approach” 

Met multiple thought leaders from the industry…. https://t.co/i8i2XVlKj2",en,,,1700493993,23,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://video.twimg.com/ext_tw_video/1726625213792595968/pu/vid/avc1/720x1280/2361LLa1i0yJ0Fnd.mp4?tag=12,https://video.twimg.com/ext_tw_video/1726625213792595968/pu/vid/avc1/720x1280/2361LLa1i0yJ0Fnd.mp4?tag=12,1135895696916307968,MTUaeroeng,,1726625382848233895,2023-11-20T15:35:45,4,,,1726625382848233895,,,,,,,,post,0,,,0,0,,"What a fantastic last week at #DAS23! From showcasing our WET concept and FFC technology to engaging with industry leaders, it's been an inspiring Dubai Airshow. Thanks to everyone who visited our booth! #DubaiAirshow #WeAreEngineExperts https://t.co/9FKGYBeazw",en,,das23--|--dubaiairshow--|--weareengineexperts,1700494545,241,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_ZRWFEWEAEieD6.jpg,,1627742649871659010,JoinIGM,,1726656950300192769,2023-11-20T17:41:11,0,24.918420320000003,55.419732380000006,1726656950300192769,,,,AE,United Arab Emirates,"Dubai, United Arab Emirates",admin,post,0,,,0,0,,"🌊InerGlobe is committed to delivering the best and most efficient freight services in the industry. With a focus on reliability, cost-effectiveness, and technology, we ensure that your cargo is handled with the utmost care and delivered promptly to its destination. #dubai #igm https://t.co/JUuDD0f2p8",en,,dubai--|--igm,1700502071,67,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_bva5ibEAAiHDk.jpg,,905755758859403265,EPUCGCongress,,1726831147026690100,2023-11-21T05:13:23,0,,,1726831147026690100,,,,,,,,post,0,,,0,0,,"Showcase your research/Paper/Abstract to a diverse audience of academics, professionals, and industry experts, submit you’re abstract at the CME/CPD accredited #13EPUCG2023 Conference in Holiday Inn Dubai, Al Barsha, UAE & Virtual, from Dec 15–17, 2023. 

Submit Here:… https://t.co/ZSQqYkUBUG",en,,13epucg2023,1700543603,52,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_bvysuaMAAGUVX.jpg--|--https://pbs.twimg.com/media/F_bvysuaQAAHzQh.jpg--|--https://pbs.twimg.com/media/F_bvysubwAAsxjm.jpg--|--https://pbs.twimg.com/media/F_bvysvbwAA3Q3P.jpg,,1585983308,roaming_fox,,1726831172196638734,2023-11-21T05:13:29,1,24.918420320000003,55.419732380000006,1726831172196638734,,,,AE,United Arab Emirates,"Dubai, United Arab Emirates",admin,post,0,,,0,0,,"Dubai Creek, a hive of activity with many dhows, an important element in establishing commercial Dubai. 
Also a hub for the city's pearling industry, which formed the main sector of its economy & foundation on which most merchant dynasties of the Gulf built their fortunes https://t.co/bwfQPNKDCU",en,,,1700543609,76,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_b0zQNXYAAZ_eF.jpg,,1339158823085412359,Airports_Zim,,1726836677581398371,2023-11-21T05:35:21,26,24.918420320000003,55.419732380000006,1726836677581398371,,,,AE,United Arab Emirates,"Dubai, United Arab Emirates",admin,post,0,,,1,4,,"""Wonderful news! @Airports_Zim  is excited to join the third @icao conference on aviation and alternative fuels in Dubai together with @MinistryofTID and @caaz_online. We are committed to exploring greener and more sustainable solutions for the aviation industry. #ICAOConference https://t.co/4He7033Qmy",en,Airports_Zim--|--MinistryofTID--|--caaz_online--|--icao,icaoconference,1700544921,2009,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_b4_1GXsAARLpH.jpg,,1467550508542009360,LubomirImrich,,1726841291953066108,2023-11-21T05:53:41,3,,,1726841291953066108,,,,,,,,post,0,,,1,1,,"- The UAE gaming market is expected to reach USD 1.5 billion by 2025
- There are over 2.5 mil gamers
- The Dubai government aims to attract 500 gaming companies and create 2,000 jobs by 2030
- Dubai GameHub  aimed at creating a physical hub for the gaming industry
#Dubai… https://t.co/3oAimIV078",en,,dubai,1700546021,174,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_cJFNHaYAAA-ll.jpg,,21772216,jdp238,,1726859773013074250,2023-11-21T07:07:08,0,,,1726859773013074250,,,,,,,,post,0,,,1,0,,"Sector: Capital Goods Industry: Industrial Products
Elecon Engineering Co. : INCORPORATION OF SUBSIDIARY - Elecon Middle East FZCO, Dubai, a Wholly Owned Subsidiary of Elecon Engineering Company has incorporated its wholly 

#ELECON #ELECONENG
Source #Sovrenn

DM to access (1/ 2) https://t.co/AKKhczJZhW",en,,elecon--|--eleconeng--|--sovrenn,1700550428,247,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_cK4FHWEAAPSez.jpg,,1351965074848673799,WLP_Logistics,,1726861247302471799,2023-11-21T07:12:59,2,,,1726861247302471799,,,,,,,,post,0,,,0,1,,"""Dubai is a global hub where the trade & logistics industry can exchange knowledge, boost global trade, spark innovation, & address unexplored opportunities. #WLP was created to be a facilitator to enable trade.""

-@Dr_Moe_Bastaki, GM, WLP at the #WLPGlobalSummit https://t.co/eu1vH7XE99",en,Dr_Moe_Bastaki,wlp--|--wlpglobalsummit,1700550779,150,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_cKK7EWIAATpvf.jpg,,237600760,DMCCAuthority,,1726861630317719758,2023-11-21T07:14:30,7,,,1726861630317719758,,,,,,,,post,0,,,0,4,,"DMCC's EC and CEO, @ahmedbinsulayem welcomes esteemed attendees to the Dubai Precious Metals Conference 2023.
He describes how the #preciousmetals industry is navigating a landscape of increasing complexity, the commitment of #Dubai as the world's major #gold hub and highlights… https://t.co/Cpr53L73od",en,ahmedbinsulayem,dubai--|--gold--|--preciousmetals,1700550870,557,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
https://atag.org/news/swift-global-policy-action-needed-for-aviation-s-energy-transition/,https://pbs.twimg.com/media/F_cM0TSWYAA3c5V.jpg,,2559154670,ATAG_aviation,,1726863086064451806,2023-11-21T07:20:17,4,,,1726863086064451806,,,,,,,,post,0,,,1,1,,Today the @icao CAAF/3 negotiations get underway in Dubai. Here’s what the aviation industry thinks should be the outcome: https://t.co/ziZA2KUPNN #FlyNetZero https://t.co/xm4xidvi1m,en,icao,flynetzero,1700551217,538,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_cRvgcWgAAckNi.jpg,,2840088216,albarozay42,,1726868505423716478,2023-11-21T07:41:50,0,,,1726868505423716478,,,,,,,,post,1,,,0,0,,"TOPIN Industry (UK) Ltd, is participating on December 4th-7th 2023 at the @Big5Global exhibition event. TOPIN team sincerely invites you and your company representatives to visit our stand No. 1E22 Hall 1 at Dubai World Trade Center.
UK TOPIN Everything for Safety! https://t.co/ETZ3aYASq0",en,Big5Global,,1700552510,40,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_cSBapXMAAC4FU.png,,1597930422364962816,GriseldaBunyan5,,1726869439289962499,2023-11-21T07:45:32,0,,,1726869439289962499,,,,,,,,post,0,,,0,0,,"This is where METAVSUMMIT Dubai continues to deliver value to future tech companies in the Crypto, Metaverse & AI industry by providing a platform for high calibre businesses and investments in the Crypto, Metaverse and AI communities. https://t.co/wX9WPS7H6r",en,,,1700552732,11,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
https://bit.ly/47nJfFp,https://pbs.twimg.com/media/F_cTSONXQAA7ws6.jpg,,817012224,infoblazeme,,1726870411189871028,2023-11-21T07:49:24,1,,,1726870411189871028,,,,,,,,post,0,,,1,0,,"#DIFCAcademy joins forces with the #CharteredBanker Institute to upskill finance industry professionals

@DIFC 

LetsTalkCity #Dubai #Business #Finance
#UAE #GCC #MiddleEast 
https://t.co/dolBjOPgsK https://t.co/cddlWiyjFo",en,DIFC,business--|--charteredbanker--|--difcacademy--|--dubai--|--finance--|--gcc--|--middleeast--|--uae,1700552964,34,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
https://secure.terrapinn.com/V5/guest-of-speaker/10744/a0AN2000001QMSYMA4,https://pbs.twimg.com/media/F_cXo7ta0AAk7HX.jpg,,56058420,Oclas,,1726875096135159838,2023-11-21T08:08:01,0,,,1726875096135159838,,,,,,,,post,0,,,0,0,,"Morning everyone! Today's the big day in Dubai. I'm excited to join a panel of industry and thought leaders. Also, here's a link to register as my guest for a VIP pass: https://t.co/boqxM6aau9. https://t.co/Az6PoZfay9",en,,,1700554081,10,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_cZ3ptWwAAU0R4.jpg--|--https://pbs.twimg.com/media/F_cZ3puXgAA6XTu.jpg--|--https://pbs.twimg.com/media/F_cZ3puXkAAURla.jpg--|--https://pbs.twimg.com/media/F_cZ3pvWwAAE3wT.jpg,,1563583994087714820,tassaa98,,1726877438070710766,2023-11-21T08:17:19,48,,,1726877438070710766,,,,,,,,post,1,,,6,19,,"Mambo matatu ya kufahamu
Kuhusu michezo ya kielectroniki
Yaani VIDEO GAMES

1. Hakuna chuo Tanzania
Kinatoa Bachelor in Game Design

2. Industry ya Video games
Is worth 150B US Dollars

3. Developer wa video games
Analipwa Tsh 10M to 15M
Kwa mwezi, Canada na Dubai

Advanced… https://t.co/YwYB4Xdft5",in,,,1700554639,37352,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
https://share.limelines.com/share/lB-Kc8mlz?t=420,,,1064519498752057345,LimelinesMENA,,1726903902208160177,2023-11-21T10:02:29,0,,,1726903902208160177,,,,,,,,post,0,,,0,0,,"The @DubaiAirshow 2023 saw more than $101bn of #aviation deals and has been named the major industry event’s largest ever edition.

Read more on @GulfInsider 

#DubaiAirshow #DubaiAirShow2023 #Travel #economy #UAE #Dubai #Business 
https://t.co/gxb0133zeB",en,DubaiAirshow--|--GulfInsider,aviation--|--business--|--dubai--|--dubaiairshow--|--dubaiairshow2023--|--economy--|--travel--|--uae,1700560949,61,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_c8AKtXsAA69so.jpg,,1519988309543464961,ComTechOfficial,,1726915012520763405,2023-11-21T10:46:38,36,,,1726915012520763405,,,,,,,,post,0,,,0,13,,"Catch our CEO, Navin Dsouza, live on the panel at THE DUBAI PRECIOUS METALS CONFERENCE!

Join the discussion as he shares insights and expertise that promise to shape the future of the precious metals industry.

Don't miss this opportunity to hear firsthand from Navin Dsouza, a… https://t.co/CGjIScGI9U",en,,,1700563598,882,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_dHlmFWsAAq4dX.jpg,,774544634143997952,sinoboom_ltd,,1726927696322596933,2023-11-21T11:37:02,0,,,1726927696322596933,,,,,,,,post,0,,,0,0,,"Meet the #Sinoboom team at Big 5 Global in Dubai from 4-7 December 🤝  

Professionals from across the global #Construction industry gather here to view and hear about latest innovations in the sector. 

Find us in the Outdoor Plaza at Stand OS 520 

#Big5Global #PartnersInAccess https://t.co/dpVPxJbuFN",en,,big5global--|--construction--|--partnersinaccess--|--sinoboom,1700566622,40,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://pbs.twimg.com/media/F_dVZVrWQAAE6GD.jpg,,237600760,DMCCAuthority,,1726944361097626004,2023-11-21T12:43:15,14,,,1726944361097626004,,,,,,,,post,1,,,0,4,,"DMCC successfully held the 11th edition of the Dubai Precious Metals Conference, in partnership with the UAE Ministry of Economy. Themed 'The Future of Precious Metals: Global governance to trade trends,' the event delved into critical industry topics, highlighting responsible… https://t.co/9y3RipgYqV",en,,,1700570595,3276,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
https://www.euronews.com/next/2023/11/21/cop28-green-ceiling-adding-to-skills-shortage-in-jobs-addressing-climate-crisis?utm_medium=Social&utm_source=Facebook#Echobox=1700571361,,,420234784,euronewsnext,,1726947878202208507,2023-11-21T12:57:13,9,,,1726947878202208507,,,,,,,,post,0,,,2,5,,"Ahead of the meeting of world leaders at the #COP28 climate summit in Dubai later this week, new data shows while there are more green jobs than ever, the industry faces a severe skills shortage. https://t.co/Sei9sG2TDs",en,,cop28,1700571433,3239,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
https://buff.ly/3STyI0w,https://pbs.twimg.com/media/F_eGBPAWUAAqa6U.jpg,,942794720752873472,renegade_app,,1726996341081952552,2023-11-21T16:09:48,7,,,1726996341081952552,,,,,,,,post,0,,,0,1,,"🌐✨ Dubai was a melting pot of innovation at the Future Blockchain Summit, @GITEX_GLOBAL, and the RAKDAO launch! #Renegade shined at these events, showcasing our innovative financial ecosystem and connecting with industry leaders. 💼

🔗 READ MORE: https://t.co/TpAm1R6vkU https://t.co/8Qzz9JG7YF",en,GITEX_GLOBAL,renegade,1700582988,593,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
https://europeanbusinessmagazine.com/sustainability/world-economic-forum-to-accelerate-multistakeholder-climate-action-at-cop28/,,,756023200308465664,europeanbusmag,,1727023976646611367,2023-11-21T17:59:37,0,,,1727023976646611367,,,,,,,,post,0,,,0,0,,"🌍 Join us at COP28 in Dubai! The World Economic Forum is bringing together global leaders to accelerate climate action. Follow the discussions on industry decarbonization, energy transition, and more. #COP28 #ClimateAction #WEF

Read more👇
https://t.co/ptNha4CfBj",en,,climateaction--|--cop28--|--wef,1700589577,26,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
https://medium.com/@sportnft2022/dubais-pioneering-move-revolutionizing-oil-trade-with-xrp-8de3e08fa7c3,,,1669718989033930753,NFT_PLANETARIUM,,1727046452621517025,2023-11-21T19:28:55,2,,,1727046452621517025,,,,,,,,post,0,,,1,1,,"#Dubai partners with #Ripple to revolutionize #oil trade using #XRP. This move will streamline payments, enhance efficiency, and promote transparency in the global oil industry.
#cryptocurrency #blockchain #innovation #finance 

https://t.co/75R6kL361R",en,,blockchain--|--cryptocurrency--|--dubai--|--finance--|--innovation--|--oil--|--ripple--|--xrp,1700594935,64,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,,,906778861064650752,TheCTMonk,,1727056501645418872,2023-11-21T20:08:51,26,,,1727056501645418872,,,,,,,,post,0,,,5,0,,".@cz_binance sacrificed himself to safe the industry. CZ, whenever i meet you in Dubai, drinks on me my friend! You are a LEGEND!",en,cz_binance,,1700597331,1535,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,,,1163000074894553088,iamchrisani,,1727068844563501365,2023-11-21T20:57:54,81,,,1727068844563501365,,,,,,,,post,0,,,9,5,,"Who is still seeing the Asian connection in the Binance leadership and the new CEO , it is not going to a new continent and they will lead this industry again. 

I remember a teaching I gave in dubai some year back about the 4 Asian Dragons....",en,,,1700600274,7138,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
,https://video.twimg.com/ext_tw_video/1727122231006842880/pu/vid/avc1/720x1280/ACfaMtC8hQJoYjYQ.mp4?tag=12,https://video.twimg.com/ext_tw_video/1727122231006842880/pu/vid/avc1/720x1280/ACfaMtC8hQJoYjYQ.mp4?tag=12,65098880,fitbodiesinc,,1727122341488930998,2023-11-22T00:30:29,0,,,1727122341488930998,,,,,,,,post,0,,,0,0,,"In just 3 days, Fit Pro Vacations will be coming to Dubai at Dubai Active Industry 2023! We're excited to rub shoulders with the industry's finest! 

See you there! https://t.co/IwAn1vLyhX",en,,,1700613029,30,dubai industry,unknown,unknown,2023-11-27 20:03:24.210106
